"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Aug 19 08:40:00 GMT 2025","Tue Aug 19 08:40:01 GMT 2025","427","","User Registration on LambdaTest eCommerce Playground","","Registration fails with invalid email","","Registration fails with invalid email",""
"broken","Tue Aug 19 08:39:58 GMT 2025","Tue Aug 19 08:39:58 GMT 2025","430","","Login","","LOgin with invalid credentials","","LOgin with invalid credentials",""
"broken","Tue Aug 19 08:39:59 GMT 2025","Tue Aug 19 08:39:59 GMT 2025","440","","User Registration on LambdaTest eCommerce Playground","","Registration fails with invalid firstname","","Registration fails with invalid firstname",""
"broken","Tue Aug 19 08:40:00 GMT 2025","Tue Aug 19 08:40:00 GMT 2025","439","","User Registration on LambdaTest eCommerce Playground","","Registration fails with invalid email","","Registration fails with invalid email",""
"broken","Tue Aug 19 08:40:03 GMT 2025","Tue Aug 19 08:40:03 GMT 2025","413","","User Registration on LambdaTest eCommerce Playground","","Registration fails with already registered email","","Registration fails with already registered email",""
"broken","Tue Aug 19 08:40:00 GMT 2025","Tue Aug 19 08:40:00 GMT 2025","431","","User Registration on LambdaTest eCommerce Playground","","Registration fails with invalid email","","Registration fails with invalid email",""
"broken","Tue Aug 19 08:40:01 GMT 2025","Tue Aug 19 08:40:01 GMT 2025","429","","User Registration on LambdaTest eCommerce Playground","","Registration fails with invalid telephone","","Registration fails with invalid telephone",""
"broken","Tue Aug 19 08:40:02 GMT 2025","Tue Aug 19 08:40:02 GMT 2025","423","","User Registration on LambdaTest eCommerce Playground","","Registration fails with invalid password","","Registration fails with invalid password",""
"broken","Tue Aug 19 08:40:00 GMT 2025","Tue Aug 19 08:40:00 GMT 2025","423","","User Registration on LambdaTest eCommerce Playground","","Registration fails with invalid email","","Registration fails with invalid email",""
"broken","Tue Aug 19 08:39:59 GMT 2025","Tue Aug 19 08:40:00 GMT 2025","453","","User Registration on LambdaTest eCommerce Playground","","Registration fails with invalid lastname","","Registration fails with invalid lastname",""
"broken","Tue Aug 19 08:40:01 GMT 2025","Tue Aug 19 08:40:02 GMT 2025","428","","User Registration on LambdaTest eCommerce Playground","","Registration fails with invalid telephone","","Registration fails with invalid telephone",""
"broken","Tue Aug 19 08:39:58 GMT 2025","Tue Aug 19 08:39:59 GMT 2025","429","","User Registration on LambdaTest eCommerce Playground","","Successful registration with valid details","","Successful registration with valid details",""
"broken","Tue Aug 19 08:40:00 GMT 2025","Tue Aug 19 08:40:01 GMT 2025","436","","User Registration on LambdaTest eCommerce Playground","","Registration fails with invalid email","","Registration fails with invalid email",""
"broken","Tue Aug 19 08:39:55 GMT 2025","Tue Aug 19 08:39:57 GMT 2025","2668","","Login","","LOgin with invalid credentials","","LOgin with invalid credentials",""
"broken","Tue Aug 19 08:39:57 GMT 2025","Tue Aug 19 08:39:58 GMT 2025","469","","Login","","LOgin with invalid credentials","","LOgin with invalid credentials",""
"broken","Tue Aug 19 08:39:57 GMT 2025","Tue Aug 19 08:39:58 GMT 2025","468","","Login","","LOgin with invalid credentials","","LOgin with invalid credentials",""
"broken","Tue Aug 19 08:40:02 GMT 2025","Tue Aug 19 08:40:02 GMT 2025","432","","User Registration on LambdaTest eCommerce Playground","","Registration fails with invalid password","","Registration fails with invalid password",""
"broken","Tue Aug 19 08:40:01 GMT 2025","Tue Aug 19 08:40:01 GMT 2025","428","","User Registration on LambdaTest eCommerce Playground","","Registration fails with invalid telephone","","Registration fails with invalid telephone",""
"broken","Tue Aug 19 08:39:58 GMT 2025","Tue Aug 19 08:39:58 GMT 2025","424","","Login","","LOgin with invalid credentials","","LOgin with invalid credentials",""
"broken","Tue Aug 19 08:40:01 GMT 2025","Tue Aug 19 08:40:02 GMT 2025","426","","User Registration on LambdaTest eCommerce Playground","","Registration fails with invalid password","","Registration fails with invalid password",""
"broken","Tue Aug 19 08:40:03 GMT 2025","Tue Aug 19 08:40:03 GMT 2025","1","Regression_Suite","Regression Test","runners.RegressionTestRunner","runners.RegressionTestRunner","afterSuite","afterSuite",""
"broken","Tue Aug 19 08:39:59 GMT 2025","Tue Aug 19 08:39:59 GMT 2025","424","","User Registration on LambdaTest eCommerce Playground","","Registration fails with invalid firstname","","Registration fails with invalid firstname",""
"broken","Tue Aug 19 08:40:02 GMT 2025","Tue Aug 19 08:40:03 GMT 2025","419","","User Registration on LambdaTest eCommerce Playground","","Registration fails without accepting Privacy Policy","","Registration fails without accepting Privacy Policy",""
"broken","Tue Aug 19 08:40:01 GMT 2025","Tue Aug 19 08:40:01 GMT 2025","428","","User Registration on LambdaTest eCommerce Playground","","Registration fails with invalid telephone","","Registration fails with invalid telephone",""
"broken","Tue Aug 19 08:40:02 GMT 2025","Tue Aug 19 08:40:03 GMT 2025","425","","User Registration on LambdaTest eCommerce Playground","","Registration fails with invalid password","","Registration fails with invalid password",""
"broken","Tue Aug 19 08:39:59 GMT 2025","Tue Aug 19 08:40:00 GMT 2025","449","","User Registration on LambdaTest eCommerce Playground","","Registration fails with invalid lastname","","Registration fails with invalid lastname",""
"broken","Tue Aug 19 08:39:58 GMT 2025","Tue Aug 19 08:39:59 GMT 2025","453","","User Registration on LambdaTest eCommerce Playground","","Successful registration with valid details","","Successful registration with valid details",""
"broken","Tue Aug 19 08:39:55 GMT 2025","Tue Aug 19 08:39:57 GMT 2025","2619","","Login","","Login with credentials","","Login with credentials",""
